video_id,generator,mllm,batch_date,verdict,confidence,1.1_texture__detected,1.1_texture__severity,1.1_texture__evidence,1.2_boundary__detected,1.2_boundary__severity,1.2_boundary__evidence,1.3_lighting__detected,1.3_lighting__severity,1.3_lighting__evidence,1.4_watermark__detected,1.4_watermark__severity,1.4_watermark__evidence,2.1_human_anatomy__detected,2.1_human_anatomy__severity,2.1_human_anatomy__evidence,2.2_non_human_anatomy__detected,2.2_non_human_anatomy__severity,2.2_non_human_anatomy__evidence,2.3_object_structural__detected,2.3_object_structural__severity,2.3_object_structural__evidence,2.4_scene_composition__detected,2.4_scene_composition__severity,2.4_scene_composition__evidence,3.1_motion__detected,3.1_motion__severity,3.1_motion__evidence,3.2_identity_drift__detected,3.2_identity_drift__severity,3.2_identity_drift__evidence,3.3_continuity__detected,3.3_continuity__severity,3.3_continuity__evidence,3.4_causality__detected,3.4_causality__severity,3.4_causality__evidence,most_diagnostic_artefact,notes,review_flag
w2_011_ltx_20260719_110026,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,0:01 center face lacks detail.,TRUE,M,0:01 right subject edge blurs.,TRUE,M,0:01 car shadows inconsistent.,FALSE,none,No watermark.,TRUE,M,0:01 center face distorted.,FALSE,none,No non-human subjects present.,TRUE,M,0:00 background cars misshapen.,TRUE,M,0:02 floating object top center.,TRUE,M,0:01 subjects glide.,TRUE,M,0:01 faces morph.,TRUE,M,0:02 background warps.,FALSE,none,No physics violations.,Faces morph and distort continuously.,Video shows clear synthesis markers.,
w2_012_ltx_20260719_110054,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 blurry textures on table objects center,TRUE,M,0:02 subject merges with chair bottom-left,TRUE,M,0:01 inconsistent shadows on back wall,FALSE,none,no watermark observed,TRUE,M,0:02 distorted face on man right,FALSE,none,no non-human subjects present,TRUE,M,0:00 impossible table shape center,TRUE,M,0:01 chaotic spatial arrangement across frame,TRUE,M,0:01 non-rigid shifting of subjects center,TRUE,M,0:02 face morphing on man right,TRUE,M,0:02 background figure phases out center-right,TRUE,M,0:02 objects merging without physics bottom-left,Severe structural and anatomical distortions across the scene.,Multiple morphing and blending artifacts observed.,
w2_013_ltx_20260719_110122,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00-0:02 faces and clothing appear waxy across the frame,TRUE,M,0:00-0:02 right subject merges with table,TRUE,M,0:00-0:02 shadows under tables lack clear source,FALSE,none,No watermark observed,TRUE,M,0:00-0:02 left subject has distorted hands and shifting facial features,FALSE,none,no non-human subjects present,TRUE,M,0:00-0:02 whiteboard top right contains gibberish text,TRUE,M,0:00-0:02 tables center bottom intersect impossibly,TRUE,M,0:00-0:02 tables center bottom warp during movement,TRUE,M,0:00-0:02 left subject face morphs completely,TRUE,M,0:00-0:02 table shapes center bottom shift,TRUE,M,0:00-0:02 right subject arm phases through table,Severe facial morphing and gibberish text.,Multiple structural failures.,
w2_014_ltx_20260719_110151,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,0:00 background trees lack detail.,TRUE,M,0:01 left subject bleeds into bike.,TRUE,M,0:01 shadows mismatch subject lighting.,FALSE,none,no watermark visible.,TRUE,M,0:02 right subject body distorts.,FALSE,none,no non-human subjects present.,TRUE,M,0:00 left bike wheel disconnected.,TRUE,M,0:02 left subject floats above bike.,TRUE,M,0:01 left bike frame morphs.,TRUE,M,0:02 right bike changes shape.,TRUE,M,0:02 right bicycle vanishes.,TRUE,M,0:01 leg passes through frame.,Bicycles exhibit severe structural failures.,Multiple structural and temporal artifacts observed.,
w2_015_ltx_20260719_110219,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00 bottom leaves lack detail.,TRUE,M,0:01 center subjects bleed into bench.,TRUE,M,0:01 center shadows mismatch.,FALSE,none,None visible.,TRUE,M,0:00 center faces distorted.,TRUE,M,0:02 right animal is blob.,TRUE,M,0:01 center bench legs merge.,TRUE,M,0:00 background building warped.,TRUE,M,0:02 right animal glides.,TRUE,M,0:01 center clothing shifts.,FALSE,none,No breaks.,FALSE,none,No events.,Faces and bodies are structurally distorted.,Multiple structural anomalies present.,
w2_016_ltx_20260719_110247,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 center frame grass lacks detail,TRUE,M,0:01 center frame ball edges dissolve,TRUE,M,0:01 center frame shadow disappears,FALSE,none,No watermark visible,FALSE,none,No humans present,FALSE,none,No non-human subjects present,TRUE,M,0:00 center frame ball is misshapen,FALSE,none,Basic grass field,TRUE,M,0:01 center frame ball morphs while rolling,TRUE,M,0:01 center frame ball changes color,TRUE,M,0:02 center frame ball shrinks,TRUE,M,0:02 center frame ball loses mass,Ball changes color and shrinks.,Severe identity drift.,
w2_017_ltx_20260719_110316,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 center sand lacks grain.,TRUE,M,0:02 center subject edges blur.,TRUE,M,0:01 center shadow mismatch.,FALSE,none,No watermark.,TRUE,M,0:02 center legs lack form.,FALSE,none,No animals.,FALSE,none,No objects.,FALSE,none,Scene normal.,TRUE,M,0:01 center feet slide.,TRUE,M,0:02 center clothing shifts.,TRUE,M,0:01 background waves slide.,TRUE,M,0:02 center no footprints.,Subject slides without footprints.,Motion is unnatural.,
w2_018_ltx_20260719_110344,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00 background trees lack detail.,TRUE,L,0:00 center skater edges blur.,FALSE,none,no lighting errors.,FALSE,none,no watermark.,TRUE,M,0:00 center skater lacks limbs.,FALSE,none,no non-human subjects present.,TRUE,L,0:00 center skateboard warped.,FALSE,none,layout normal.,TRUE,M,0:01 whole frame smearing.,TRUE,M,0:00 center skater loses form.,TRUE,L,0:01 center skater disappears.,FALSE,none,no physics violations.,Skater loses anatomical form.,Severe smearing during pan.,
w2_019_ltx_20260719_110413,LTX,Gemini_3.1_Pro,2026-07-29,Real,28,FALSE,none,Natural water texture.,FALSE,none,No boundary issues.,FALSE,none,Natural lighting.,FALSE,none,No watermarks.,FALSE,none,No humans present.,FALSE,none,no non-human subjects present,FALSE,none,No objects present.,FALSE,none,Standard composition.,FALSE,none,Natural fluid motion.,FALSE,none,No identity drift.,FALSE,none,Continuous motion.,FALSE,none,Normal physics.,no strong artefacts observed,Standard footage of turbulent water.,
w2_021_ltx_20260719_110510,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00-0:02 books lack detail.,TRUE,M,0:00-0:02 soft edges on umbrella right.,TRUE,M,0:00-0:02 flat lighting on storefront.,FALSE,none,no watermark seen.,TRUE,M,0:01-0:02 person legs distorted center.,FALSE,none,no non-human subjects present.,TRUE,M,0:00-0:02 gibberish text top awning.,TRUE,M,0:00-0:02 umbrella merged right.,TRUE,M,0:01-0:02 person legs melt center.,TRUE,M,0:01-0:02 books shift bottom left.,TRUE,M,0:01-0:02 shelf shifts center.,FALSE,none,no causality issues.,Gibberish text on the awning.,Multiple structural and text artifacts.,
w2_022_ltx_20260719_110538,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:01 center, figure lacks realistic texture.",TRUE,M,"0:01 center, figure edges blend into desk.",TRUE,M,"0:01 center, missing shadows under figure.",FALSE,none,No watermark visible.,TRUE,M,"0:01 center, figure lacks coherent anatomy.",FALSE,none,No non-human subjects present.,TRUE,M,"0:00 center, machine text is gibberish.",TRUE,M,"0:01 center, impossible spatial arrangement.",TRUE,M,"0:02 center, figure stretches non-rigidly.",TRUE,M,"0:02 center, figure shape morphs completely.",TRUE,M,"0:01 center, figure appears suddenly.",TRUE,M,"0:01 center, figure phases through solid desk.",Severe identity drift and structural morphing of the central figure.,The video exhibits multiple structural and temporal failures.,
w2_023_ltx_20260719_110606,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00 background walls lack detail.,TRUE,M,0:01 soft edges on bottom-right plants.,TRUE,M,0:02 inconsistent lighting on right structures.,FALSE,none,No watermark seen.,TRUE,M,0:00 person in center doorway lacks limbs.,FALSE,none,no non-human subjects present,TRUE,M,0:00 gibberish text on left signs.,TRUE,M,0:02 structures blend on right side.,TRUE,M,0:01 objects warp on right during pan.,TRUE,M,0:01 poster on right changes pattern.,TRUE,M,0:02 shapes appear on right side.,FALSE,none,No physics events.,Gibberish text on signs.,Multiple structural issues.,
w2_024_ltx_20260719_110635,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,0:01 across background surfaces lack detail,TRUE,M,0:01 center person edges bleed,TRUE,M,0:01 across scene lacks coherent shadows,FALSE,none,no watermark visible,TRUE,M,0:02 center person body merges,FALSE,none,no non-human subjects present,TRUE,M,0:01 center red sign gibberish,TRUE,M,0:01 across background architecture impossible,TRUE,M,0:02 across background shifts non-rigidly,TRUE,M,0:01 center person bag turns orange,TRUE,M,0:02 bottom right head appears,TRUE,M,0:02 center person phases into objects,Gibberish text and identity drift on the central subject.,Multiple structural and temporal artifacts present.,
w2_025_ltx_20260719_110703,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,0:00 bottom-center arm skin appears waxy.,TRUE,M,0:01 center hand edges blend into marker.,FALSE,none,Lighting appears consistent.,FALSE,none,No watermarks visible.,TRUE,M,0:02 center fingers lack definition.,FALSE,none,No non-human subjects present.,TRUE,M,0:00 across frame text is gibberish.,FALSE,none,Spatial arrangement is standard.,FALSE,none,Motion appears standard.,TRUE,M,0:01 center hand shape shifts.,FALSE,none,No obvious continuity errors.,FALSE,none,No physics violations observed.,Whiteboard text is unreadable gibberish.,Clear AI generation markers.,
w2_026_ltx_20260719_110731,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:01 center, skin and food lack fine detail.",TRUE,M,"0:01 center, hand edges bleed into food.",FALSE,none,no obvious lighting errors.,FALSE,none,no watermark visible.,TRUE,M,"0:01 center, fingers merge into blobs.",FALSE,none,no non-human subjects present.,TRUE,M,"0:01 center, tools lack rigid structure.",FALSE,none,spatial arrangement seems standard.,TRUE,M,"0:01 center, hands exhibit non-rigid motion.",TRUE,M,"0:02 bottom-right, food items change shape.",TRUE,M,"0:02 center, food pieces appear and disappear.",FALSE,none,no clear physics violations.,Hands and fingers merge into formless blobs during motion.,Severe morphing observed throughout.,
w2_027_ltx_20260719_110800,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 center threads look waxy.,TRUE,M,0:02 bottom-left hand blends into loom.,FALSE,none,No obvious lighting issues.,FALSE,none,No watermark seen.,TRUE,M,0:00 bottom-left hand lacks defined fingers.,FALSE,none,No non-human subjects present.,TRUE,M,0:01 center loom threads merge illogically.,TRUE,M,0:01 center spatial layout is confusing.,TRUE,M,0:01 center threads move non-rigidly.,TRUE,M,0:01 center threads change pattern.,TRUE,M,0:01 bottom-left hands disappear.,TRUE,M,0:02 center threads weave without cause.,Hands morph and disappear mid-action.,Multiple structural and temporal errors.,
w2_028_ltx_20260719_110828,LTX,Gemini_3.1_Pro,2026-07-29,Real,30,FALSE,none,no texture issues,FALSE,none,no boundary issues,FALSE,none,lighting natural,FALSE,none,no watermarks,FALSE,none,no human subjects present,FALSE,none,no non-human subjects present,FALSE,none,objects normal,FALSE,none,composition normal,FALSE,none,motion natural,FALSE,none,no drift,FALSE,none,continuity maintained,FALSE,none,physics normal,no strong artefacts observed,standard out-of-focus shot,
w2_029_ltx_20260719_110856,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,"0:00-0:02 center hands show waxy, blurred skin.",TRUE,M,0:01 right hand merges with tool and clay.,FALSE,none,no obvious lighting errors.,FALSE,none,no watermark visible.,TRUE,M,"0:02 right hand has extra, melting fingers.",FALSE,none,no non-human subjects present.,TRUE,M,0:01 right-side tool is an undefined blob.,FALSE,none,scene arrangement is plausible.,TRUE,M,0:01 center hands exhibit non-rigid motion.,TRUE,M,0:01-0:02 center clay morphs instantly.,TRUE,M,0:01 center clay disc appears suddenly.,TRUE,M,0:02 center clay forms without interaction.,Hands have extra fingers and melt into the clay.,Multiple structural and temporal errors.,
w2_030_ltx_20260719_110925,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,Plastic foam at 0:01 center.,TRUE,L,Soft hand edges at 0:01 bottom-right.,FALSE,none,No obvious lighting errors.,FALSE,none,No watermark.,TRUE,M,Fused fingers at 0:02 bottom-right.,FALSE,none,No non-human subjects present.,TRUE,M,Distorted mug at 0:01 center.,FALSE,none,Scene composition is plausible.,TRUE,M,Non-rigid mug at 0:01 center.,TRUE,M,Mug pattern changes at 0:02 center.,TRUE,L,Background shifts at 0:01 left.,FALSE,none,No clear physics violations.,Mug pattern changes completely.,Multiple structural and temporal artifacts.,
w2_031_ltx_20260719_110953,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:01 center, fur lacks fine detail.",TRUE,M,"0:01 center, soft edges on dog.",FALSE,none,no obvious lighting errors.,FALSE,none,no watermark visible.,FALSE,none,no humans present.,TRUE,M,"0:01 center, distorted dog anatomy.",FALSE,none,no relevant objects.,FALSE,none,scene composition is standard.,TRUE,M,"0:01 center, unnatural leg sliding.",TRUE,M,"0:01 center, dog shape morphs.",TRUE,M,"0:01 center, limbs vanish.",FALSE,none,no clear physics violations.,Dog anatomy and motion are highly distorted.,Video shows clear signs of synthesis.,
w2_032_ltx_20260719_111021,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:00 center, cat fur lacks fine detail.",TRUE,M,"0:01 center, cat body blends into ledge.",TRUE,M,"0:02 left, flat shadows on curtain.",FALSE,none,No watermark visible.,FALSE,none,No humans present.,TRUE,M,"0:00 center, cat body shape is physically impossible.",TRUE,M,"0:01 top-right, background buildings are nonsensical.",TRUE,M,"0:02 center, cat spatial arrangement on ledge is illogical.",FALSE,none,Minimal motion observed.,FALSE,none,No drift observed.,FALSE,none,No continuity errors observed.,TRUE,M,"0:00 center, gravity violation as cat rests on vertical plane.",The cat's body physically merges into the vertical ledge.,Structural and anatomical errors strongly indicate synthesis.,
w2_033_ltx_20260719_111050,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:00 center, horse coat lacks detail.",TRUE,M,"0:01 lower center, leg edges blur into grass.",FALSE,none,no obvious lighting errors.,FALSE,none,no watermark seen.,FALSE,none,no humans present.,TRUE,M,"0:01 lower center, horse legs malformed.",FALSE,none,no mechanical objects.,FALSE,none,scene layout is basic.,TRUE,M,"0:01 lower center, legs slide unnaturally.",TRUE,M,"0:01 center, tail shape shifts.",TRUE,M,"0:02 right edge, new horse appears.",FALSE,none,no physics violations.,Horse legs morph and slide unnaturally.,Clear AI generation markers.,
w2_034_ltx_20260719_111118,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,Smooth feathers at 0:01 center.,TRUE,L,Soft edges at 0:02 center.,FALSE,none,No lighting issues.,FALSE,none,No watermark.,FALSE,none,No humans present.,TRUE,M,Distorted bird face at 0:01 center.,TRUE,L,Amorphous perch at 0:00 bottom-right.,FALSE,none,Plausible scene.,TRUE,M,Non-rigid head motion at 0:01 center.,TRUE,M,Face morphs at 0:02 center.,FALSE,none,No continuity errors.,FALSE,none,No physics errors.,Bird face morphs and lacks clear features.,Clear AI generation signs.,
w2_035_ltx_20260719_111146,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,L,0:01 bottom coral lacks detail,TRUE,M,0:01 center fish edges dissolve,FALSE,none,no lighting issues,FALSE,none,no watermark,FALSE,none,no humans,TRUE,M,0:02 right fish missing tail,FALSE,none,no objects,FALSE,none,scene normal,TRUE,M,0:01 center fish bends impossibly,TRUE,M,0:01 right fish markings shift,TRUE,M,0:02 top right fish disappear,FALSE,none,no physics issues,Fish morph and dissolve into the background.,Multiple temporal artifacts present.,
w2_036_ltx_20260719_111215,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00 background lacks realistic detail.,TRUE,M,"0:01 center, hand edges dissolve into object.",TRUE,M,"0:02 across frame, lighting lacks clear source.",FALSE,none,No watermark visible.,TRUE,M,"0:01 center, fingers merge and distort.",FALSE,none,No non-human subjects present.,TRUE,M,"0:01 center, paper morphs into undefined shape.",TRUE,M,"0:00 across frame, spatial relations are nonsensical.",TRUE,M,"0:02 center, objects warp during movement.",TRUE,M,"0:01 center, arm texture shifts to fur-like.",TRUE,M,"0:02 center-right, red marks manifest on paper.",TRUE,M,"0:01 center, objects melt and reform.",Severe identity drift and anatomical distortion of the hands.,Video exhibits classic early AI generation artifacts.,
w2_037_ltx_20260719_111243,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,"0:01 center, dress lacks detail.",TRUE,M,"0:01 top center, head bleeds into black.",TRUE,L,"0:02 bottom, spotlight shifts.",FALSE,none,No watermark.,TRUE,M,"0:01 upper center, formless head/arms.",FALSE,none,no non-human subjects present,FALSE,none,No objects.,FALSE,none,Simple scene.,TRUE,M,"0:01 center, body warps.",TRUE,M,"0:02 center, head changes color.",TRUE,L,"0:01 center left, arm vanishes.",FALSE,none,No physics issues.,Figure lacks anatomical structure.,Blurring obscures details.,
w2_039_ltx_20260719_111340,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,"0:00-0:02 across frame, people and ground lack fine detail.",TRUE,M,"0:01 center, figures blend into background.",TRUE,L,"0:02 bottom, shadows inconsistent with overhead lights.",FALSE,none,No watermark seen.,TRUE,M,"0:01 center, faces and limbs are amorphous blobs.",FALSE,none,No non-human subjects present.,TRUE,L,"0:02 background right, market stalls lack clear structure.",FALSE,none,Spatial arrangement generally plausible.,TRUE,M,"0:01-0:02 center, figures glide without leg articulation.",TRUE,M,"0:02 left, clothing colors and shapes morph.",TRUE,L,"0:01 center, figures merge unnaturally.",FALSE,none,No obvious physics violations.,"Human figures appear as amorphous, morphing blobs without distinct anatomy.",Severe structural and temporal degradation throughout.,
w2_040_ltx_20260719_111408,LTX,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:00 center, smudgy store window textures.",TRUE,M,"0:01 left, figure edges bleed.",TRUE,M,"0:01 center, missing reflections.",FALSE,none,No watermark.,TRUE,M,"0:01 left, figure lacks limbs.",TRUE,M,"0:01 bottom-center, goat legs distorted.",TRUE,M,"0:00 right, items are blobs.",TRUE,M,"0:01 center, ambiguous depth.",TRUE,M,"0:01 center, gliding motion.",TRUE,M,"0:01 left, figure morphs.",TRUE,M,"0:02 right, goat phases.",TRUE,M,"0:01 center, no ground interaction.",Severe anatomical distortion of the goat and human figure.,Video exhibits strong AI generation markers.,
w2_001_hunyuan_20260719_132500,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,65,TRUE,M,"0:01 center face, skin lacks fine pores.",FALSE,none,Edges appear normal.,FALSE,none,Lighting is consistent.,FALSE,none,No watermark visible.,TRUE,M,"0:01 center mouth, teeth lack distinct separation.",FALSE,none,No non-human subjects present.,FALSE,none,No relevant objects.,FALSE,none,Scene appears normal.,TRUE,M,"0:00-0:02 center face, movement is slightly rigid.",FALSE,none,Identity remains consistent.,FALSE,none,No continuity errors observed.,FALSE,none,No physics violations.,Teeth lack distinct separation and skin appears slightly waxy.,Video shows subtle signs of generation.,
w2_002_hunyuan_20260719_133044,Hunyuan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 center face skin waxy.,TRUE,M,0:01 top hat edges soft.,FALSE,none,Consistent lighting.,FALSE,none,No watermark.,TRUE,M,0:02 center face teeth fused.,FALSE,none,No non-human subjects present.,TRUE,M,0:01 top right sign gibberish.,FALSE,none,Standard composition.,TRUE,M,0:01 center motion floaty.,TRUE,M,0:02 bottom center pitcher shifts.,TRUE,M,0:02 left background person static.,FALSE,none,No physics violations.,Teeth lack definition and background text is gibberish.,Background person remains entirely static.,
